OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-WY,USGS Wyoming Water Science Center,USGS-432925110125001,41-111-30adb01,Spring,,17040102,,,,,43.4902207,-110.214627,24000,1,seconds,Interpolated from MAP.,NAD83,7575,feet,20,feet,Interpolated from topographic map.,NGVD29,US,56,039,Alluvial aquifers,Holocene Alluvium,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-432927110514101,41-117-27ada01,Well,,17040103,,,,,43.4907602,-110.8621549,24000,1,seconds,Interpolated from MAP.,NAD83,6140,feet,20,feet,Interpolated from topographic map.,NGVD29,US,56,039,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-432927110523201,"TRAIL CR SECONDARY CH AT FISH CR, NR WILSON, WY",Stream,,17040103,,,,,43.4908333,-110.8754722,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6135,feet,5,feet,Interpolated from topographic map.,NGVD29,US,56,039,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-432935110523501,41-117-27bba01,Well,,17040103,,,,,43.4929821,-110.8771556,24000,1,seconds,Interpolated from MAP.,NAD83,6140,feet,20,feet,Interpolated from topographic map.,NGVD29,US,56,039,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-432935110523502,41-117-27bba02,Well,,17040103,,,,,43.4929821,-110.8771556,24000,1,seconds,Interpolated from MAP.,NAD83,6140,feet,20,feet,Interpolated from topographic map.,NGVD29,US,56,039,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-432936110522401,"FISH CREEK AT ROSSETTER'S, SOUTH OF WILSON, WY",Stream,,17040103,,,,,43.4932778,-110.8733333,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6135,feet,5,feet,Interpolated from topographic map.,NGVD29,US,56,039,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-432940110541201,41-117-20ddc01,Well,,17040103,,,,,43.4943704,-110.9041012,24000,5,seconds,Interpolated from MAP.,NAD83,6427,feet,20,feet,Interpolated from Digital Elevation Model,NAVD88,US,56,039,Paleozoic aquifers,Bighorn Dolomite,,1967,380,ft,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-432942110522901,"WILSON SPRING AT ROSSETTER'S, SOUTH OF WILSON, WY",Stream,,17040103,,,,,43.4949444,-110.8748333,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6135,feet,5,feet,Interpolated from topographic map.,NGVD29,US,56,039,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-432946110440501,41-116-23cdd01,Spring,,17040103,,,,,43.49625,-110.7346667,24000,1,seconds,Interpolated from Digital MAP.,NAD83,6224,feet,5,feet,Interpolated from Digital Elevation Model,NAVD88,US,56,039,Paleozoic aquifers,Madison Group (Upper and Lower Mississippian),,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-432953110522101,41-117-22cda01,Well,,17040103,,,,,43.4979822,-110.8732667,24000,1,seconds,Interpolated from MAP.,NAD83,6140,feet,20,feet,Interpolated from topographic map.,NGVD29,US,56,039,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-432956110525201,41-117-22cbc01,Well,,17040103,,,,,43.4990278,-110.8811111,24000,3,seconds,Interpolated from Digital MAP.,NAD83,6232,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,56,039,,Bull Lake Drift,,19711102,120,ft,120,ft,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-432958110493901,41-117-24dbd01,Well,,17040103,,,,,43.4993722,-110.8282649,24000,3,seconds,Interpolated from MAP.,NAD83,6171,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,56,039,Pacific Northwest volcanic-rock aquifers,Intrusive Rocks,,19590601,120,ft,120,ft,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-432958110521301,"FISH CREEK AT HARMON'S, AT WILSON, WY",Stream,,17040103,,,,,43.4993712,-110.8710444,24000,1,seconds,Interpolated from MAP.,NAD83,6146,feet,10,feet,Interpolated from topographic map.,NGVD29,US,56,039,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433000110521201,"FISH CREEK AT MAIN STREET, WILSON, WY",Stream,,17040103,,,,,43.4998889,-110.8699444,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6140,feet,5,feet,Interpolated from topographic map.,NGVD29,US,56,039,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433003110521501,41-117-22dbb06,Well,,17040103,,,,,43.5008889,-110.8715833,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6150.00,feet,10,feet,Interpolated from topographic map.,NGVD29,US,56,039,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,20041013,8,ft,8,ft,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433003110521502,41-117-22dbb02,Well,,17040103,,,,,43.5008611,-110.8715556,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6148.93,feet,10,feet,Interpolated from topographic map.,NGVD29,US,56,039,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,20041013,8,ft,8,ft,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433003110521503,41-117-22dbb03,Well,,17040103,,,,,43.5008056,-110.8715833,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6144.53,feet,10,feet,Interpolated from topographic map.,NGVD29,US,56,039,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,20041013,3,ft,3,ft,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433003110521504,41-117-22dbb04,Well,,17040103,,,,,43.5006667,-110.8716111,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6146.80,feet,10,feet,Interpolated from topographic map.,NGVD29,US,56,039,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,20041013,5,ft,5,ft,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433003110521505,41-117-22dbb05,Well,,17040103,,,,,43.5006667,-110.8716111,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6148.14,feet,10,feet,Interpolated from topographic map.,NGVD29,US,56,039,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,20041013,6,ft,6,ft,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433005110521301,41-117-22dbb01,Well,,17040103,,,,,43.5013156,-110.8710444,24000,1,seconds,Interpolated from MAP.,NAD83,6145,feet,20,feet,Interpolated from topographic map.,NGVD29,US,56,039,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433005110521302,"FISH CREEK AT WILSON, WY(MISCELLANEOUS)",Stream,,17040103,,,,,43.5013156,-110.8710444,24000,1,seconds,Interpolated from MAP.,NAD83,6160,feet,20,feet,Interpolated from topographic map.,NGVD29,US,56,039,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433005110521701,41-117-22dbb08,Well,,17040103,,,,,43.5013889,-110.8713889,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6150,feet,10,feet,Interpolated from topographic map.,NGVD29,US,56,039,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,,35,ft,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433005110521801,41-117-22dbb07,Well,,17040103,,,,,43.5013889,-110.8716667,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6147.25,feet,.1,feet,Level or other surveyed method.,NGVD29,US,56,039,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,20070308,8.1,ft,8.1,ft,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433005110533301,41-117-21caa01,Well,,17040103,,,,,43.5013151,-110.8932676,24000,5,seconds,Interpolated from MAP.,NAD83,6363,feet,20,feet,Interpolated from Digital Elevation Model,NAVD88,US,56,039,,Bull Lake Drift,,19670705,345,ft,345,ft,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433008110405701,41-115-20bcc01,Well,,17040103,,,,,43.5022222,-110.6825,24000,1,seconds,Interpolated from MAP.,NAD83,6489,feet,5,feet,Interpolated from Digital Elevation Model,NAVD88,US,56,039,Paleozoic aquifers,Gallatin Limestone or Formation,,19640227,112,ft,112,ft,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433020110452901,41-116-22bbd01,Well,,17040103,,,,,43.5055556,-110.7580556,24000,3,seconds,Interpolated from Digital MAP.,NAD83,6263,feet,5,feet,Interpolated from Digital Elevation Model,NAVD88,US,56,039,,Quaternary System,,,87,ft,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433026110452101,41-116-22bab01,Well,,17040103,,,,,43.5071518,-110.7565955,24000,1,seconds,Interpolated from MAP.,NAD83,6240,feet,10,feet,Interpolated from topographic map.,NGVD29,US,56,039,,Quaternary System,Unconfined single aquifer,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433028110514001,41-117-23bbb01,Well,,17040103,,,,,43.5077778,-110.8611111,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6160,feet,10,feet,Interpolated from topographic map.,NGVD29,US,56,039,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433033110420601,41-115-18ccc01,Well,,17040103,,,,,43.5090556,-110.7023056,24000,1,seconds,Interpolated from Digital MAP.,NAD83,6322,feet,5,feet,Interpolated from Digital Elevation Model,NAVD88,US,56,039,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,,30,ft,100,ft,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433036110510201,41-117-14dcc01,Well,,17040103,,,,,43.5101389,-110.8506944,24000,3,seconds,Interpolated from Digital MAP.,NAD83,6172,feet,5,feet,Interpolated from Digital Elevation Model,NAVD88,US,56,039,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,19701007,30,ft,30,ft,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433040110521901,"FISH CREEK ABOUT 1 MILE NORTH OF WILSON, WY",Stream,,17040103,,,,,43.5109722,-110.872,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6150,feet,10,feet,Interpolated from topographic map.,NGVD29,US,56,039,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433043110393101,41-115-16cda01,Spring,,17040103,,,,,43.5119444,-110.6557222,24000,1,seconds,Interpolated from Digital MAP.,NAD83,7079,feet,5,feet,Interpolated from Digital Elevation Model,NAVD88,US,56,039,Paleozoic aquifers,Death Canyon Member of Gros Ventre Formation,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433051110464001,41-116-16cbd01,Well,,17040103,,,,,43.5140958,-110.778541,24000,1,seconds,Interpolated from MAP.,NAD83,6240,feet,20,feet,Interpolated from topographic map.,NGVD29,US,56,039,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433059110511801,41-117-14bdc01,Well: Test hole not completed as a well,,17040103,,,,,43.5163161,-110.8557663,24000,1,seconds,Interpolated from MAP.,NAD83,6180,feet,20,feet,Interpolated from topographic map.,NGVD29,US,56,039,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433059110511802,41-117-14bdc02,Well: Test hole not completed as a well,,17040103,,,,,43.5163161,-110.8557663,24000,1,seconds,Interpolated from MAP.,NAD83,6180,feet,20,feet,Interpolated from topographic map.,NGVD29,US,56,039,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,,20,ft,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433101110414301,41-115-18bdd01,Well,,17040103,,,,,43.5169444,-110.6952778,24000,3,seconds,Interpolated from Digital MAP.,NAD83,6332,feet,5,feet,Interpolated from Digital Elevation Model,NAVD88,US,56,039,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,195807,40,ft,40,ft,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433103110511201,41-117-14bdd01,Well: Test hole not completed as a well,,17040103,,,,,43.5174272,-110.8540996,24000,1,seconds,Interpolated from MAP.,NAD83,6180,feet,20,feet,Interpolated from topographic map.,NGVD29,US,56,039,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433103110511202,41-117-14bdd02,Well: Test hole not completed as a well,,17040103,,,,,43.5174272,-110.8540996,24000,1,seconds,Interpolated from MAP.,NAD83,6180,feet,20,feet,Interpolated from topographic map.,NGVD29,US,56,039,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433104110515101,41-117-15adc01,Well,,17040103,,,,,43.5177047,-110.8649334,24000,1,seconds,Interpolated from MAP.,NAD83,6180,feet,10,feet,Interpolated from topographic map.,NGVD29,US,56,039,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,,60,ft,60,ft,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433104110515102,41-117-15adc02,Well,,17040103,,,,,43.5177047,-110.8649334,24000,1,seconds,Interpolated from MAP.,NAD83,6180,feet,10,feet,Interpolated from topographic map.,NGVD29,US,56,039,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433109110515201,"FISH CREEK ROAD CULVERT, NORTH OF WILSON, WY",Stream,,17040103,,,,,43.5191944,-110.8645833,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6165,feet,10,feet,Interpolated from topographic map.,NGVD29,US,56,039,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433114110502401,41-117-13bbc01,Well,,17040103,,,,,43.5204831,-110.8407658,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6180,feet,20,feet,Interpolated from topographic map.,NGVD29,US,56,039,Alluvial aquifers,Holocene Alluvium,,19730618,62,ft,62,ft,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433117110515101,"FISH CREEK ABOUT 1.5 MILES NORTH OF WILSON, WY",Stream,,17040103,,,,,43.5214444,-110.8640556,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6167.29,feet,.1,feet,Level or other surveyed method.,NGVD29,US,56,039,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433120110501501,41-117-13bba01,Well,,17040103,,,,,43.5221499,-110.8382658,24000,5,seconds,Interpolated from MAP.,NAD83,6189,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,56,039,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,19700710,69,ft,69,ft,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433122110514201,41-117-15aaa01,Well,,17040103,,,,,43.5227778,-110.8616667,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6181.68,feet,.1,feet,Level or other surveyed method.,NGVD29,US,56,039,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,20070308,8.8,ft,8.8,ft,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433129110513801,41-117-11ccc01,Well,,17040103,,,,,43.5246493,-110.8613223,24000,1,seconds,Interpolated from MAP.,NAD83,6180,feet,20,feet,Interpolated from topographic map.,NGVD29,US,56,039,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,,80,ft,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433137110463101,41-116-09cac01,Well,,17040103,,,,,43.5268737,-110.7760412,24000,1,seconds,Interpolated from MAP.,NAD83,6260,feet,20,feet,Interpolated from topographic map.,NGVD29,US,56,039,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433137110493701,41-117-12dca01,Well,,17040103,,,,,43.5268724,-110.8277099,24000,1,seconds,Interpolated from MAP.,NAD83,6200,feet,20,feet,Interpolated from topographic map.,NGVD29,US,56,039,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,,55,ft,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433140110513701,"FISH CREEK ABOUT 2 MILES NORTH OF WILSON, WY",Stream,,17040103,,,,,43.5278056,-110.86025,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6175,feet,10,feet,Interpolated from topographic map.,NGVD29,US,56,039,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433144110504001,41-117-11dab01,Well: Test hole not completed as a well,,17040103,,,,,43.5288164,-110.8452106,24000,1,seconds,Interpolated from MAP.,NAD83,6200,feet,20,feet,Interpolated from topographic map.,NGVD29,US,56,039,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433144110504002,41-117-11dab02,Well: Test hole not completed as a well,,17040103,,,,,43.5288164,-110.8452106,24000,1,seconds,Interpolated from MAP.,NAD83,6200,feet,20,feet,Interpolated from topographic map.,NGVD29,US,56,039,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433151110460901,41-116-09acd01,Well,,17040103,,,,,43.5307628,-110.7699299,24000,1,seconds,Interpolated from MAP.,NAD83,6270,feet,10,feet,Interpolated from topographic map.,NGVD29,US,56,039,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,,50,ft,50,ft,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433151110504301,41-117-11adc01,Well,,17040103,,,,,43.5307609,-110.846044,24000,1,seconds,Interpolated from MAP.,NAD83,6200,feet,20,feet,Interpolated from topographic map.,NGVD29,US,56,039,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433153110460301,41-116-09acd02,Well,,17040103,,,,,43.5313184,-110.7682632,24000,5,seconds,Interpolated from MAP.,NAD83,6316,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,56,039,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,1927,39,ft,39,ft,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433157110501601,41-117-12bca01,Well,,17040103,,,,,43.5325,-110.8377778,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6210,feet,10,feet,Interpolated from topographic map.,NGVD29,US,56,039,,Holocene Alluvium,Unconfined single aquifer,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433202110435801,41-116-11acb01,Well,,17040103,,,,,43.53375,-110.7327778,24000,3,seconds,Interpolated from Digital MAP.,NAD83,6252,feet,5,feet,Interpolated from Digital Elevation Model,NAVD88,US,56,039,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,19670112,136,ft,136,ft,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433207110435701,41-116-11abc01,Well,,17040103,,,,,43.5352778,-110.7325,24000,3,seconds,Interpolated from Digital MAP.,NAD83,6256,feet,5,feet,Interpolated from Digital Elevation Model,NAVD88,US,56,039,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,,50,ft,60,ft,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433214110512801,41-117-11bba01,Spring,,17040103,,,,,43.5372222,-110.8577778,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6240,feet,10,feet,Interpolated from topographic map.,NGVD29,US,56,039,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433215110435001,41-116-11abb01,Well,,17040103,,,,,43.5374306,-110.7313174,24000,1,seconds,Interpolated from MAP.,NAD83,6260,feet,10,feet,Interpolated from topographic map.,NGVD29,US,56,039,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,19610526,90,ft,90,ft,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433216110441501,41-116-11bba01,Well,,17040103,,,,,43.5377082,-110.7382622,24000,5,seconds,Interpolated from MAP.,NAD83,6394,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,56,039,Pacific Northwest volcanic-rock aquifers,Intrusive Rocks,,19720603,285,ft,285,ft,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433216110441601,41-116-11bba02,Well,,17040103,,,,,43.5377082,-110.73854,24000,5,seconds,Interpolated from MAP.,NAD83,6399,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,56,039,Pacific Northwest volcanic-rock aquifers,Intrusive Rocks,,19700527,143,ft,143,ft,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433224110134701,41-111-06ccb01,Well,,17040102,,,,,43.5401389,-110.2297222,24000,1,seconds,Interpolated from Digital MAP.,NAD83,7466,feet,5,feet,Interpolated from Digital Elevation Model,NAVD88,US,56,039,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,1970,30,ft,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433225110434501,41-116-02dca01,Spring,,17040103,,,,,43.5402778,-110.7291667,24000,3,seconds,Interpolated from Digital MAP.,NAD83,6338,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,56,039,Paleozoic aquifers,Death Canyon Member of Gros Ventre Formation,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433225110504101,42-117-35ddb01,Spring,,17040103,,,,,43.5569444,-110.8447222,24000,1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6235,feet,10,feet,Interpolated from topographic map.,NGVD29,US,56,039,Alluvial aquifers,Holocene Alluvium,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433226110433901,41-116-02ddb01,Well,,17040103,,,,,43.5404167,-110.7275,24000,3,seconds,Interpolated from Digital MAP.,NAD83,6260,feet,5,feet,Interpolated from Digital Elevation Model,NAVD88,US,56,039,,Darwin Sandstone of Amsden Group,,19670213,246,ft,246,ft,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433234110442801,41-116-02cbc01,Well,,17040103,,,,,43.5427081,-110.7418736,24000,5,seconds,Interpolated from MAP.,NAD83,6413,feet,10,feet,Interpolated from Digital Elevation Model,NAVD88,US,56,039,,Bull Lake Outwash,Unconfined single aquifer,1968,330,ft,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433234110504501,"FISH CREEK BELOW RESOR'S BRIDGE, NEAR WILSON, WY",Stream,,17040103,,,,,43.5427222,-110.8457778,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6210,feet,10,feet,Interpolated from topographic map.,NGVD29,US,56,039,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433234110512601,"PHILLIPS CANYON AT FISH CREEK RD, NR WILSON, WY",Stream,,17040103,,,,,43.5427051,-110.8579892,24000,1,seconds,Interpolated from MAP.,NAD83,6310,feet,10,feet,Interpolated from topographic map.,NGVD29,US,56,039,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433238110504401,"IRRIGATION RETURN TO FISH CR AB RESOR'S BRIDGE, WY",Stream,,17040103,,,,,43.5439167,-110.8454444,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6215,feet,10,feet,Interpolated from topographic map.,NGVD29,US,56,039,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433240110504601,41-117-02dab01,Well,,17040103,,,,,43.5443721,-110.8421553,24000,1,seconds,Interpolated from MAP.,NAD83,6220,feet,20,feet,Interpolated from topographic map.,NGVD29,US,56,039,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433243110504501,"FISH CREEK AT RESOR BRIDGE, NR TETON VILLAGE, WY",Stream,,17040103,,,,,43.5452054,-110.8465999,24000,1,seconds,Interpolated from MAP.,NAD83,6215,feet,10,feet,Interpolated from topographic map.,NGVD29,US,56,039,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433245110442301,41-116-02cbb01,Spring,,17040103,,,,,43.5430278,-110.7415278,24000,3,seconds,Interpolated from Digital MAP.,NAD83,6368,feet,5,feet,Interpolated from Digital Elevation Model,NAVD88,US,56,039,Paleozoic aquifers,Madison Group (Upper and Lower Mississippian),,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433247110491701,"LAKE CREEK AT STATE HIGHWAY 390, NEAR WILSON, WY",Stream,,17040103,,,,,43.5463171,-110.8221545,24000,1,seconds,Interpolated from MAP.,NAD83,6230,feet,10,feet,Interpolated from topographic map.,NGVD29,US,56,039,,,,,,,,,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433247110504501,41-117-02adc01,Well,,17040103,,,,,43.5456944,-110.8462778,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6210.00,feet,10,feet,Interpolated from topographic map.,NGVD29,US,56,039,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,20041013,5,ft,5,ft,NWIS
USGS-WY,USGS Wyoming Water Science Center,USGS-433247110504502,41-117-02adc02,Well,,17040103,,,,,43.5456944,-110.8462778,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,6209.88,feet,10,feet,Interpolated from topographic map.,NGVD29,US,56,039,Alluvial aquifers,Holocene Alluvium,Unconfined single aquifer,20041013,5,ft,5,ft,NWIS
